,period,subba-name,value,value-units
24105,2021-09-27T13,Dominion Virginia Power zone,10549,megawatthours
24104,2021-09-27T14,Dominion Virginia Power zone,10687,megawatthours
24103,2021-09-27T15,Dominion Virginia Power zone,11066,megawatthours
24102,2021-09-27T16,Dominion Virginia Power zone,11414,megawatthours
24101,2021-09-27T17,Dominion Virginia Power zone,11764,megawatthours
24100,2021-09-27T18,Dominion Virginia Power zone,12258,megawatthours
24099,2021-09-27T19,Dominion Virginia Power zone,12673,megawatthours
24098,2021-09-27T20,Dominion Virginia Power zone,13055,megawatthours
24097,2021-09-27T21,Dominion Virginia Power zone,13385,megawatthours
24096,2021-09-27T22,Dominion Virginia Power zone,13614,megawatthours
24095,2021-09-27T23,Dominion Virginia Power zone,13513,megawatthours
24094,2021-09-28T00,Dominion Virginia Power zone,13449,megawatthours
24093,2021-09-28T01,Dominion Virginia Power zone,13008,megawatthours
24092,2021-09-28T02,Dominion Virginia Power zone,12199,megawatthours
24091,2021-09-28T03,Dominion Virginia Power zone,11329,megawatthours
24090,2021-09-28T04,Dominion Virginia Power zone,10464,megawatthours
24089,2021-09-28T05,Dominion Virginia Power zone,9896,megawatthours
24088,2021-09-28T06,Dominion Virginia Power zone,9539,megawatthours
24087,2021-09-28T07,Dominion Virginia Power zone,9325,megawatthours
24086,2021-09-28T08,Dominion Virginia Power zone,9227,megawatthours
24085,2021-09-28T09,Dominion Virginia Power zone,9354,megawatthours
24084,2021-09-28T10,Dominion Virginia Power zone,9751,megawatthours
24083,2021-09-28T11,Dominion Virginia Power zone,10541,megawatthours
24082,2021-09-28T12,Dominion Virginia Power zone,10992,megawatthours
24081,2021-09-28T13,Dominion Virginia Power zone,11184,megawatthours
24080,2021-09-28T14,Dominion Virginia Power zone,11450,megawatthours
24079,2021-09-28T15,Dominion Virginia Power zone,11955,megawatthours
24078,2021-09-28T16,Dominion Virginia Power zone,12416,megawatthours
24077,2021-09-28T17,Dominion Virginia Power zone,12886,megawatthours
24076,2021-09-28T18,Dominion Virginia Power zone,13311,megawatthours
24075,2021-09-28T19,Dominion Virginia Power zone,13782,megawatthours
24074,2021-09-28T20,Dominion Virginia Power zone,14089,megawatthours
24073,2021-09-28T21,Dominion Virginia Power zone,14447,megawatthours
24072,2021-09-28T22,Dominion Virginia Power zone,14716,megawatthours
24071,2021-09-28T23,Dominion Virginia Power zone,14612,megawatthours
24070,2021-09-29T00,Dominion Virginia Power zone,14456,megawatthours
24069,2021-09-29T01,Dominion Virginia Power zone,13864,megawatthours
24068,2021-09-29T02,Dominion Virginia Power zone,13079,megawatthours
24067,2021-09-29T03,Dominion Virginia Power zone,12119,megawatthours
24066,2021-09-29T04,Dominion Virginia Power zone,11183,megawatthours
24065,2021-09-29T05,Dominion Virginia Power zone,10529,megawatthours
24064,2021-09-29T06,Dominion Virginia Power zone,10019,megawatthours
24063,2021-09-29T07,Dominion Virginia Power zone,9730,megawatthours
24062,2021-09-29T08,Dominion Virginia Power zone,9588,megawatthours
24061,2021-09-29T09,Dominion Virginia Power zone,9690,megawatthours
24060,2021-09-29T10,Dominion Virginia Power zone,10097,megawatthours
24059,2021-09-29T11,Dominion Virginia Power zone,10842,megawatthours
24058,2021-09-29T12,Dominion Virginia Power zone,11199,megawatthours
24057,2021-09-29T13,Dominion Virginia Power zone,11255,megawatthours
24056,2021-09-29T14,Dominion Virginia Power zone,11340,megawatthours
24055,2021-09-29T15,Dominion Virginia Power zone,11557,megawatthours
24054,2021-09-29T16,Dominion Virginia Power zone,11814,megawatthours
24053,2021-09-29T17,Dominion Virginia Power zone,12173,megawatthours
24052,2021-09-29T18,Dominion Virginia Power zone,12505,megawatthours
24051,2021-09-29T19,Dominion Virginia Power zone,12760,megawatthours
24050,2021-09-29T20,Dominion Virginia Power zone,12978,megawatthours
24049,2021-09-29T21,Dominion Virginia Power zone,13190,megawatthours
24048,2021-09-29T22,Dominion Virginia Power zone,13236,megawatthours
24047,2021-09-29T23,Dominion Virginia Power zone,13017,megawatthours
24046,2021-09-30T00,Dominion Virginia Power zone,12880,megawatthours
24045,2021-09-30T01,Dominion Virginia Power zone,12367,megawatthours
24044,2021-09-30T02,Dominion Virginia Power zone,11648,megawatthours
24043,2021-09-30T03,Dominion Virginia Power zone,10826,megawatthours
24042,2021-09-30T04,Dominion Virginia Power zone,10034,megawatthours
24041,2021-09-30T05,Dominion Virginia Power zone,9501,megawatthours
24040,2021-09-30T06,Dominion Virginia Power zone,9138,megawatthours
24039,2021-09-30T07,Dominion Virginia Power zone,8967,megawatthours
24038,2021-09-30T08,Dominion Virginia Power zone,8887,megawatthours
24037,2021-09-30T09,Dominion Virginia Power zone,9010,megawatthours
24036,2021-09-30T10,Dominion Virginia Power zone,9485,megawatthours
24035,2021-09-30T11,Dominion Virginia Power zone,10310,megawatthours
24034,2021-09-30T12,Dominion Virginia Power zone,10715,megawatthours
24033,2021-09-30T13,Dominion Virginia Power zone,10852,megawatthours
24032,2021-09-30T14,Dominion Virginia Power zone,10899,megawatthours
24031,2021-09-30T15,Dominion Virginia Power zone,11125,megawatthours
24030,2021-09-30T16,Dominion Virginia Power zone,11303,megawatthours
24029,2021-09-30T17,Dominion Virginia Power zone,11574,megawatthours
24028,2021-09-30T18,Dominion Virginia Power zone,11849,megawatthours
24027,2021-09-30T19,Dominion Virginia Power zone,12125,megawatthours
24026,2021-09-30T20,Dominion Virginia Power zone,12486,megawatthours
24025,2021-09-30T21,Dominion Virginia Power zone,12786,megawatthours
24024,2021-09-30T22,Dominion Virginia Power zone,12957,megawatthours
24023,2021-09-30T23,Dominion Virginia Power zone,12819,megawatthours
24022,2021-10-01T00,Dominion Virginia Power zone,12799,megawatthours
24021,2021-10-01T01,Dominion Virginia Power zone,12326,megawatthours
24020,2021-10-01T02,Dominion Virginia Power zone,11565,megawatthours
24019,2021-10-01T03,Dominion Virginia Power zone,10847,megawatthours
24018,2021-10-01T04,Dominion Virginia Power zone,10093,megawatthours
24017,2021-10-01T05,Dominion Virginia Power zone,9524,megawatthours
24016,2021-10-01T06,Dominion Virginia Power zone,9148,megawatthours
24015,2021-10-01T07,Dominion Virginia Power zone,9001,megawatthours
24014,2021-10-01T08,Dominion Virginia Power zone,8919,megawatthours
24013,2021-10-01T09,Dominion Virginia Power zone,9026,megawatthours
24012,2021-10-01T10,Dominion Virginia Power zone,9489,megawatthours
24011,2021-10-01T11,Dominion Virginia Power zone,10256,megawatthours
24010,2021-10-01T12,Dominion Virginia Power zone,10570,megawatthours
24009,2021-10-01T13,Dominion Virginia Power zone,10635,megawatthours
24008,2021-10-01T14,Dominion Virginia Power zone,10653,megawatthours
24007,2021-10-01T15,Dominion Virginia Power zone,10801,megawatthours
24006,2021-10-01T16,Dominion Virginia Power zone,10998,megawatthours
24005,2021-10-01T17,Dominion Virginia Power zone,11206,megawatthours
24004,2021-10-01T18,Dominion Virginia Power zone,11410,megawatthours
24003,2021-10-01T19,Dominion Virginia Power zone,11654,megawatthours
24002,2021-10-01T20,Dominion Virginia Power zone,11962,megawatthours
24001,2021-10-01T21,Dominion Virginia Power zone,12268,megawatthours
24000,2021-10-01T22,Dominion Virginia Power zone,12456,megawatthours
23999,2021-10-01T23,Dominion Virginia Power zone,12213,megawatthours
23998,2021-10-02T00,Dominion Virginia Power zone,12094,megawatthours
23997,2021-10-02T01,Dominion Virginia Power zone,11666,megawatthours
23996,2021-10-02T02,Dominion Virginia Power zone,11138,megawatthours
23995,2021-10-02T03,Dominion Virginia Power zone,10582,megawatthours
23994,2021-10-02T04,Dominion Virginia Power zone,9958,megawatthours
23993,2021-10-02T05,Dominion Virginia Power zone,9431,megawatthours
23992,2021-10-02T06,Dominion Virginia Power zone,9172,megawatthours
23991,2021-10-02T07,Dominion Virginia Power zone,8928,megawatthours
23990,2021-10-02T08,Dominion Virginia Power zone,8854,megawatthours
23989,2021-10-02T09,Dominion Virginia Power zone,8843,megawatthours
23988,2021-10-02T10,Dominion Virginia Power zone,9005,megawatthours
23987,2021-10-02T11,Dominion Virginia Power zone,9241,megawatthours
23986,2021-10-02T12,Dominion Virginia Power zone,9544,megawatthours
23985,2021-10-02T13,Dominion Virginia Power zone,9727,megawatthours
23984,2021-10-02T14,Dominion Virginia Power zone,10087,megawatthours
23983,2021-10-02T15,Dominion Virginia Power zone,10399,megawatthours
23982,2021-10-02T16,Dominion Virginia Power zone,10696,megawatthours
23981,2021-10-02T17,Dominion Virginia Power zone,11127,megawatthours
23980,2021-10-02T18,Dominion Virginia Power zone,11511,megawatthours
23979,2021-10-02T19,Dominion Virginia Power zone,11982,megawatthours
23978,2021-10-02T20,Dominion Virginia Power zone,12351,megawatthours
23977,2021-10-02T21,Dominion Virginia Power zone,12832,megawatthours
23976,2021-10-02T22,Dominion Virginia Power zone,12970,megawatthours
23975,2021-10-02T23,Dominion Virginia Power zone,12881,megawatthours
23974,2021-10-03T00,Dominion Virginia Power zone,12774,megawatthours
23973,2021-10-03T01,Dominion Virginia Power zone,12277,megawatthours
23972,2021-10-03T02,Dominion Virginia Power zone,11769,megawatthours
23971,2021-10-03T03,Dominion Virginia Power zone,11154,megawatthours
23970,2021-10-03T04,Dominion Virginia Power zone,10537,megawatthours
23969,2021-10-03T05,Dominion Virginia Power zone,9964,megawatthours
23968,2021-10-03T06,Dominion Virginia Power zone,9557,megawatthours
23967,2021-10-03T07,Dominion Virginia Power zone,9314,megawatthours
23966,2021-10-03T08,Dominion Virginia Power zone,9094,megawatthours
23965,2021-10-03T09,Dominion Virginia Power zone,9021,megawatthours
23964,2021-10-03T10,Dominion Virginia Power zone,9065,megawatthours
23963,2021-10-03T11,Dominion Virginia Power zone,9306,megawatthours
23962,2021-10-03T12,Dominion Virginia Power zone,9500,megawatthours
23961,2021-10-03T13,Dominion Virginia Power zone,9901,megawatthours
23960,2021-10-03T14,Dominion Virginia Power zone,10375,megawatthours
23959,2021-10-03T15,Dominion Virginia Power zone,11046,megawatthours
23958,2021-10-03T16,Dominion Virginia Power zone,11793,megawatthours
23957,2021-10-03T17,Dominion Virginia Power zone,12636,megawatthours
23956,2021-10-03T18,Dominion Virginia Power zone,13381,megawatthours
23955,2021-10-03T19,Dominion Virginia Power zone,13956,megawatthours
23954,2021-10-03T20,Dominion Virginia Power zone,14222,megawatthours
23953,2021-10-03T21,Dominion Virginia Power zone,14323,megawatthours
23952,2021-10-03T22,Dominion Virginia Power zone,14476,megawatthours
23951,2021-10-03T23,Dominion Virginia Power zone,14338,megawatthours
23950,2021-10-04T00,Dominion Virginia Power zone,14437,megawatthours
23949,2021-10-04T01,Dominion Virginia Power zone,13897,megawatthours
23948,2021-10-04T02,Dominion Virginia Power zone,13100,megawatthours
23947,2021-10-04T03,Dominion Virginia Power zone,12191,megawatthours
23946,2021-10-04T04,Dominion Virginia Power zone,11327,megawatthours
23945,2021-10-04T05,Dominion Virginia Power zone,10736,megawatthours
23944,2021-10-04T06,Dominion Virginia Power zone,10283,megawatthours
23943,2021-10-04T07,Dominion Virginia Power zone,9995,megawatthours
23942,2021-10-04T08,Dominion Virginia Power zone,9823,megawatthours
23941,2021-10-04T09,Dominion Virginia Power zone,9839,megawatthours
23940,2021-10-04T10,Dominion Virginia Power zone,10316,megawatthours
23939,2021-10-04T11,Dominion Virginia Power zone,11152,megawatthours
23938,2021-10-04T12,Dominion Virginia Power zone,11674,megawatthours
23937,2021-10-04T13,Dominion Virginia Power zone,12007,megawatthours
23936,2021-10-04T14,Dominion Virginia Power zone,12314,megawatthours
23935,2021-10-04T15,Dominion Virginia Power zone,12614,megawatthours
23934,2021-10-04T16,Dominion Virginia Power zone,13110,megawatthours
23933,2021-10-04T17,Dominion Virginia Power zone,13798,megawatthours
23932,2021-10-04T18,Dominion Virginia Power zone,14597,megawatthours
23931,2021-10-04T19,Dominion Virginia Power zone,15069,megawatthours
23930,2021-10-04T20,Dominion Virginia Power zone,15287,megawatthours
23929,2021-10-04T21,Dominion Virginia Power zone,15547,megawatthours
23928,2021-10-04T22,Dominion Virginia Power zone,15548,megawatthours
23927,2021-10-04T23,Dominion Virginia Power zone,15259,megawatthours
23926,2021-10-05T00,Dominion Virginia Power zone,15120,megawatthours
23925,2021-10-05T01,Dominion Virginia Power zone,14494,megawatthours
23924,2021-10-05T02,Dominion Virginia Power zone,13611,megawatthours
23923,2021-10-05T03,Dominion Virginia Power zone,12623,megawatthours
23922,2021-10-05T04,Dominion Virginia Power zone,11693,megawatthours
23921,2021-10-05T05,Dominion Virginia Power zone,10942,megawatthours
23920,2021-10-05T06,Dominion Virginia Power zone,10522,megawatthours
23919,2021-10-05T07,Dominion Virginia Power zone,10189,megawatthours
23918,2021-10-05T08,Dominion Virginia Power zone,9963,megawatthours
23917,2021-10-05T09,Dominion Virginia Power zone,10056,megawatthours
23916,2021-10-05T10,Dominion Virginia Power zone,10505,megawatthours
23915,2021-10-05T11,Dominion Virginia Power zone,11368,megawatthours
23914,2021-10-05T12,Dominion Virginia Power zone,11881,megawatthours
23913,2021-10-05T13,Dominion Virginia Power zone,12070,megawatthours
23912,2021-10-05T14,Dominion Virginia Power zone,12304,megawatthours
23911,2021-10-05T15,Dominion Virginia Power zone,12839,megawatthours
23910,2021-10-05T16,Dominion Virginia Power zone,13576,megawatthours
23909,2021-10-05T17,Dominion Virginia Power zone,14321,megawatthours
23908,2021-10-05T18,Dominion Virginia Power zone,14918,megawatthours
23907,2021-10-05T19,Dominion Virginia Power zone,15321,megawatthours
23906,2021-10-05T20,Dominion Virginia Power zone,15546,megawatthours
23905,2021-10-05T21,Dominion Virginia Power zone,15673,megawatthours
23904,2021-10-05T22,Dominion Virginia Power zone,15559,megawatthours
23903,2021-10-05T23,Dominion Virginia Power zone,15347,megawatthours
23902,2021-10-06T00,Dominion Virginia Power zone,15153,megawatthours
23901,2021-10-06T01,Dominion Virginia Power zone,14454,megawatthours
23900,2021-10-06T02,Dominion Virginia Power zone,13618,megawatthours
23899,2021-10-06T03,Dominion Virginia Power zone,12725,megawatthours
23898,2021-10-06T04,Dominion Virginia Power zone,11774,megawatthours
23897,2021-10-06T05,Dominion Virginia Power zone,11065,megawatthours
23896,2021-10-06T06,Dominion Virginia Power zone,10517,megawatthours
23895,2021-10-06T07,Dominion Virginia Power zone,10297,megawatthours
23894,2021-10-06T08,Dominion Virginia Power zone,10176,megawatthours
23893,2021-10-06T09,Dominion Virginia Power zone,10257,megawatthours
23892,2021-10-06T10,Dominion Virginia Power zone,10760,megawatthours
23891,2021-10-06T11,Dominion Virginia Power zone,11627,megawatthours
23890,2021-10-06T12,Dominion Virginia Power zone,12191,megawatthours
23889,2021-10-06T13,Dominion Virginia Power zone,12414,megawatthours
23888,2021-10-06T14,Dominion Virginia Power zone,12648,megawatthours
23887,2021-10-06T15,Dominion Virginia Power zone,12804,megawatthours
23886,2021-10-06T16,Dominion Virginia Power zone,12990,megawatthours
23885,2021-10-06T17,Dominion Virginia Power zone,13090,megawatthours
23884,2021-10-06T18,Dominion Virginia Power zone,13213,megawatthours
23883,2021-10-06T19,Dominion Virginia Power zone,13272,megawatthours
23882,2021-10-06T20,Dominion Virginia Power zone,13258,megawatthours
23881,2021-10-06T21,Dominion Virginia Power zone,13463,megawatthours
23880,2021-10-06T22,Dominion Virginia Power zone,13691,megawatthours
23879,2021-10-06T23,Dominion Virginia Power zone,13796,megawatthours
23878,2021-10-07T00,Dominion Virginia Power zone,13836,megawatthours
23877,2021-10-07T01,Dominion Virginia Power zone,13426,megawatthours
23876,2021-10-07T02,Dominion Virginia Power zone,12765,megawatthours
23875,2021-10-07T03,Dominion Virginia Power zone,11933,megawatthours
23874,2021-10-07T04,Dominion Virginia Power zone,11161,megawatthours
23873,2021-10-07T05,Dominion Virginia Power zone,10421,megawatthours
23872,2021-10-07T06,Dominion Virginia Power zone,10000,megawatthours
23871,2021-10-07T07,Dominion Virginia Power zone,9810,megawatthours
23870,2021-10-07T08,Dominion Virginia Power zone,9669,megawatthours
23869,2021-10-07T09,Dominion Virginia Power zone,9753,megawatthours
23868,2021-10-07T10,Dominion Virginia Power zone,10221,megawatthours
23867,2021-10-07T11,Dominion Virginia Power zone,11128,megawatthours
23866,2021-10-07T12,Dominion Virginia Power zone,11629,megawatthours
23865,2021-10-07T13,Dominion Virginia Power zone,11881,megawatthours
23864,2021-10-07T14,Dominion Virginia Power zone,12087,megawatthours
23863,2021-10-07T15,Dominion Virginia Power zone,12266,megawatthours
